gender,tenure,PhoneService,TechSupport,StreamingTV,StreamingMovies,Churn,TotalCharges
Female,29,1,0,0,0,0,599.3
Female,67,1,0,0,0,0,1733.15
Female,53,1,0,1,1,1,5149.5
Male,67,1,1,0,0,0,4677.1
Female,6,1,0,0,0,0,119.3
Female,47,1,0,1,1,0,4849.1
Female,53,1,1,0,1,0,5424.25
Male,69,1,1,1,1,0,5878.9
Male,3,1,0,0,1,0,244.85
Male,4,1,0,0,0,0,220.75
Male,56,1,1,0,1,0,4261.2
Male,59,1,0,1,1,1,5574.75
Male,61,1,0,0,0,0,1501.75
Female,2,1,0,0,0,0,89.75
Male,46,1,0,1,0,1,4541.2
Male,12,1,0,0,0,0,255.5
Female,14,1,0,0,0,1,1072.0
Female,28,1,1,0,1,0,2509.25
Male,24,1,1,0,0,0,1440.75
Male,31,1,1,0,0,1,1715.65
Female,68,1,1,0,1,0,5333.35
Male,39,1,1,1,1,0,3895.35
Female,42,1,0,0,0,0,869.9
Male,13,0,1,1,1,1,706.85
Female,6,1,0,0,1,0,512.25
Male,35,1,0,0,0,1,2636.05
Female,38,1,0,0,0,0,814.75
Male,18,1,0,0,0,0,388.6
Female,4,1,0,0,0,0,93.45
Male,27,1,1,0,0,0,1389.85
Male,41,1,0,1,0,0,2894.55
Male,50,1,1,1,1,0,4025.6
Male,72,1,0,0,0,0,1354.4
Female,70,1,0,0,0,0,1856.4
Male,44,1,0,0,0,0,926.0
Male,2,1,0,0,0,1,189.2
Female,34,1,0,0,0,0,682.1
Female,72,1,0,0,0,0,1778.7
Male,71,1,0,0,0,0,1816.2
Female,64,1,1,1,1,0,7069.25
Female,72,1,0,0,0,0,1841.2
Male,1,1,0,0,0,1,74.25
Male,29,1,0,0,1,0,2656.7
Female,23,1,1,0,1,0,1689.45
Male,52,1,0,0,0,0,1054.75
Female,25,1,0,0,1,1,2187.55
Female,64,1,1,1,1,0,7334.05
Female,16,1,0,1,1,1,1581.2
Male,1,1,0,0,0,1,69.5
Male,24,1,0,1,1,0,2404.85
Male,2,1,0,1,0,0,171.45
Female,34,1,1,1,1,0,2839.45
Male,36,1,0,0,1,1,3132.75
Male,53,1,1,1,1,0,3942.45
Female,47,1,0,0,0,0,873.4
Male,72,1,0,0,0,0,1529.65
Male,72,1,1,0,1,0,6991.6
Male,1,1,0,0,0,1,19.4
Female,9,1,0,0,1,1,803.3
Female,8,1,0,1,0,1,679.3
Male,45,1,0,0,1,1,2791.5
Female,7,1,1,1,1,0,715.0
Female,71,1,0,0,0,0,1681.6
Female,41,1,1,1,1,0,4016.2
Male,67,0,0,1,1,0,3281.65
Male,69,1,1,0,1,0,7317.1
Female,70,1,1,1,1,0,6474.45
Male,25,1,0,0,0,1,676.35
Male,72,1,1,1,1,0,8164.1
Male,34,0,1,1,0,0,1325.85
Female,65,1,0,0,0,0,1654.85
Female,70,1,1,1,1,0,7795.95
Female,72,0,0,1,1,0,3952.45
Male,35,1,1,1,1,0,2495.15
Male,13,1,0,1,1,1,1230.25
Female,12,1,0,1,1,0,876.75
Female,62,1,1,1,0,0,4263.45
Female,25,1,1,1,1,0,1992.95
Female,52,0,1,0,0,0,1982.1
Male,8,1,0,0,0,0,562.7
Male,2,1,0,0,0,0,33.7
Female,56,1,0,0,0,0,1090.1
Female,12,1,0,0,0,0,227.45
Female,47,1,0,0,0,0,1250.85
Male,2,1,0,0,0,0,37.2
Female,18,1,0,0,0,0,892.7
Female,8,1,0,1,0,0,487.75
Male,45,1,0,0,0,0,3713.95
Male,3,1,0,0,0,0,141.7
Female,38,1,0,0,0,0,678.2
Male,72,1,1,1,1,0,8425.3
Male,46,1,0,0,1,1,4154.8
Female,71,1,0,1,0,0,7061.65
Male,66,0,1,1,1,0,3364.55
Male,25,1,0,1,1,1,2655.25
Male,18,1,1,1,1,1,1425.45
Female,13,1,0,0,0,0,332.5
Female,65,1,1,1,1,0,5963.95
Male,60,1,0,1,0,1,5742.9
Male,15,1,0,0,0,0,278.85
Female,72,1,0,0,0,0,1871.85
Male,30,1,0,1,1,1,2866.45
Female,42,1,1,1,1,0,4303.65
Female,71,1,0,0,0,0,1753.0
Female,1,1,0,0,1,1,54.75
Male,39,1,0,1,1,1,3759.05
Female,35,1,0,0,0,0,617.65
Female,53,1,1,1,1,0,5935.1
Female,1,1,0,1,1,1,94.6
Female,31,1,1,1,1,1,2911.3
Male,48,1,0,0,0,0,982.95
Female,30,1,1,1,1,0,2974.5
Male,10,1,0,0,0,0,198.7
Female,12,1,0,1,1,0,1275.65
Female,57,1,1,1,0,0,4003.0
Female,58,1,0,1,0,0,3791.6
Female,37,1,0,0,0,0,813.3
Female,44,1,0,0,0,0,780.25
Male,27,1,0,0,0,0,552.9
Female,8,1,1,0,0,0,408.25
Male,3,1,0,0,0,1,231.8
Female,25,1,0,0,1,0,2191.15
Female,57,1,0,1,1,0,5611.7
Female,12,1,0,0,0,0,246.25
Female,62,1,0,0,0,0,1296.15
Female,65,1,1,1,1,0,7082.85
Female,71,1,1,1,1,0,5662.25
Female,21,1,0,1,0,0,1215.45
Male,71,1,0,1,1,0,7854.15
Female,7,1,0,0,0,0,525.0
Female,72,1,1,0,1,0,5265.2
Female,1,1,0,0,0,0,70.1
Female,72,1,1,0,1,0,7129.45
Female,64,1,1,1,1,0,7266.95
Female,72,1,1,1,1,0,8496.7
Female,29,1,0,1,1,0,2878.75
Female,13,1,0,0,0,0,261.3
Female,31,1,0,1,1,0,3205.6
Male,1,1,0,0,0,1,69.75
Male,7,0,1,0,0,1,279.25
Male,61,1,0,1,1,1,6281.45
Female,39,0,0,0,0,1,1131.3
Male,10,1,0,0,0,1,738.2
Female,14,1,1,1,1,0,1137.05
Female,1,1,0,0,0,1,80.2
Female,67,1,1,0,1,1,6341.45
Female,72,1,1,1,1,0,6697.2
Male,6,1,0,0,0,1,260.8
Female,1,1,0,0,0,1,19.6
Male,25,1,0,0,0,0,505.45
Female,33,1,1,1,1,1,3655.45
Male,18,1,1,1,0,0,1299.8
Male,71,1,1,1,1,0,5564.85
Male,28,1,0,0,0,0,1381.8
Female,2,1,0,0,0,0,188.1
Male,17,1,1,0,0,0,1077.05
Male,56,1,0,0,0,0,4922.4
Female,60,0,0,0,1,0,2911.5
Female,33,1,0,0,0,0,826.1
Female,1,1,1,0,0,0,83.4
Male,2,1,0,0,0,1,140.7
Male,63,1,1,0,0,0,5377.8
Male,7,1,0,1,1,1,665.45
Female,55,1,0,0,1,0,3617.1
Female,65,1,1,1,0,0,6643.5
Male,1,1,1,1,0,1,84.8
Male,63,1,0,0,0,0,1559.3
Female,70,1,1,1,1,0,7987.6
Female,36,0,1,0,0,0,1547.35
Male,52,1,1,1,1,1,5426.85
Male,22,1,0,0,0,1,1127.35
Male,22,1,1,0,1,0,2142.8
Female,5,1,1,0,0,0,287.85
Female,47,1,0,0,1,1,4045.65
Female,33,1,0,0,1,1,2757.85
Male,18,0,0,0,0,1,600.0
Female,1,1,0,0,0,0,19.8
Male,56,1,1,1,1,0,4534.45
Female,2,1,0,0,0,0,40.9
Male,35,1,0,0,0,0,2094.9
Female,64,1,0,0,0,0,1584.8
Female,15,1,0,0,0,0,1302.65
Male,24,1,0,1,1,1,2238.5
Male,1,1,0,0,1,0,55.55
Female,70,1,1,1,1,0,5437.75
Male,1,1,0,1,1,1,90.75
Female,4,1,0,1,0,1,365.65
Female,39,1,1,0,1,0,2209.15
Female,29,1,0,0,1,0,1912.15
Female,14,1,0,0,0,0,255.55
Female,61,1,1,1,1,0,5175.3
Male,13,1,0,0,0,0,670.65
Female,66,0,1,0,0,0,3177.25
Male,2,0,0,1,1,1,90.35
Female,59,1,0,1,1,0,6557.75
Male,62,1,0,1,0,0,5791.85
Male,33,1,1,0,1,0,3055.5
Male,66,1,1,1,1,0,5196.1
Female,72,1,1,1,1,0,8405.0
Male,1,1,0,0,0,1,19.75
Female,19,1,0,0,1,1,1789.25
Female,51,1,1,1,0,0,5000.05
Male,63,1,1,1,1,0,6713.2
Male,27,1,0,0,0,0,562.6
Male,22,1,0,1,1,1,2317.1
Female,4,1,0,0,0,0,91.45
Male,42,1,0,0,0,0,828.85
Female,29,1,0,0,0,0,617.35
Female,4,1,0,0,0,1,266.9
Male,30,1,0,0,0,0,625.05
Male,4,1,0,0,0,1,301.4
Male,71,1,1,1,1,0,6029.9
Male,46,0,1,0,0,0,1842.7
Male,4,1,0,0,0,1,206.6
Female,7,1,0,0,0,1,604.7
Male,69,1,1,1,1,0,7386.05
Female,72,1,0,1,0,0,7334.05
Male,19,1,0,0,0,1,1471.75
Male,28,1,1,0,1,0,2626.15
Male,5,1,0,0,0,1,412.1
Female,72,1,1,1,1,0,8277.05
Male,8,1,0,1,0,1,583.45
Female,7,1,0,0,1,0,369.25
Female,22,1,0,0,0,0,1049.05
Male,72,1,0,0,0,0,1414.8
Male,8,1,0,0,0,0,169.75
Male,52,1,1,0,1,0,4354.45
Female,68,0,1,0,0,0,2719.2
Female,71,1,1,1,1,0,6365.35
Male,2,1,0,0,0,0,51.6
Female,34,1,1,1,0,0,3190.25
Female,35,0,0,0,0,0,812.5
Female,61,1,0,0,0,0,1143.8
Male,1,1,0,0,0,0,44.0
Female,1,1,0,0,0,1,50.1
Female,53,1,0,0,1,0,3297.0
Female,72,1,0,0,0,0,1887.0
Male,2,1,0,0,0,1,151.8
Male,3,1,1,1,1,1,293.65
Female,13,1,0,1,1,1,1308.1
Male,41,0,0,1,1,0,2215.4
Female,24,1,0,0,0,0,482.8
Female,28,1,0,1,1,1,2598.95
Male,8,0,0,0,0,0,216.45
Male,1,1,0,0,0,0,20.45
Female,54,1,1,0,1,0,5064.85
Male,41,1,0,0,0,0,996.45
Female,19,1,0,0,0,0,839.65
Female,72,1,1,1,1,0,6733.0
Male,62,0,1,0,0,0,2618.3
Female,56,1,1,1,1,0,4084.35
Male,15,1,0,0,0,1,765.5
Male,10,1,0,0,1,1,793.55
Male,32,1,0,0,0,0,613.95
Male,21,1,0,0,0,0,402.85
Male,62,1,0,0,0,0,1244.8
Female,2,0,0,0,0,0,46.4
Male,27,1,0,0,0,0,581.85
Male,5,1,0,1,1,1,462.8
Female,25,0,0,1,1,0,1540.2
Female,2,1,0,0,1,1,169.8
Male,49,1,1,1,1,0,5168.1
Female,63,1,0,1,1,0,6780.1
Female,4,1,0,0,0,0,94.5
Female,1,1,0,1,0,0,55.3
Male,11,1,0,0,0,0,208.0
Male,52,1,0,0,0,0,3829.75
Female,60,1,0,0,1,0,5294.6
Male,64,1,1,1,1,0,6889.8
Female,43,1,0,1,1,0,3254.35
Female,61,1,1,1,1,0,6383.9
Female,1,1,0,0,0,1,44.4
Male,5,1,0,1,1,1,477.7
Male,66,1,1,0,0,0,4447.55
Male,67,1,1,1,1,0,7321.05
Female,42,1,1,1,1,0,4135.0
Male,1,1,0,1,0,1,86.05
Female,31,1,0,0,0,0,697.7
Male,7,1,0,0,0,0,168.65
Male,4,0,0,1,1,1,174.3
Male,34,1,0,1,1,0,2753.8
Male,3,1,0,0,0,0,69.25
Female,19,0,0,0,0,0,434.8
Male,31,0,1,0,0,1,1077.5
Female,1,1,0,1,1,1,95.65
Male,3,0,1,0,0,0,107.25
Male,46,1,0,0,0,0,851.2
Female,1,1,0,0,0,1,20.95
Female,69,1,0,0,0,0,5848.6
Male,5,1,0,0,0,0,109.8
Male,1,1,0,0,0,0,19.65
Male,26,1,0,0,0,0,595.5
Female,10,0,0,0,1,1,329.8
Male,25,1,1,1,1,0,2513.5
Male,64,1,0,0,0,0,5135.35
Male,30,1,1,0,0,0,2000.2
Male,13,1,0,0,0,0,931.75
Female,64,1,1,1,1,0,7396.15
Female,46,1,1,0,0,0,3958.85
Female,12,1,0,0,0,0,260.9
Female,15,1,0,0,0,1,297.3
Male,17,1,0,1,1,1,1515.1
Female,13,1,0,0,1,0,816.8
Female,67,1,1,1,0,0,4868.4
Male,24,0,0,0,0,0,688.0
Male,6,1,1,0,0,0,288.35
Male,53,1,1,0,0,1,3229.65
Male,16,1,0,0,0,1,1178.25
Male,10,1,0,0,0,0,185.4
Female,13,1,0,0,0,0,966.25
Male,9,1,0,1,0,1,758.6
Female,25,1,1,1,0,1,1863.8
Male,7,0,1,0,1,0,265.8
Male,38,1,1,1,1,0,3297.0
Female,43,1,0,0,1,0,4107.3
Female,4,1,1,1,1,1,396.3
Female,25,1,1,1,1,0,2809.05
Male,27,1,0,0,0,0,1567.55
Male,72,1,0,0,0,0,1851.45
Male,71,1,0,0,0,0,6028.95
Female,24,1,0,1,0,0,2072.75
Female,50,1,1,1,1,1,5551.15
Male,57,1,0,1,1,0,4317.35
Female,15,1,0,0,0,0,736.8
Male,4,1,0,0,0,0,336.15
Female,28,1,0,0,0,0,1522.65
Female,9,1,0,0,0,1,622.9
Female,55,1,0,1,0,0,4959.6
Male,3,1,0,1,1,1,329.95
Male,10,1,0,1,1,1,1048.85
Male,55,1,0,0,0,0,1001.5
Female,20,1,0,0,0,0,442.6
Female,62,1,1,1,1,0,6703.5
Male,32,1,1,1,1,1,3351.55
Female,43,1,0,0,0,0,779.25
Male,9,0,0,0,0,1,259.8
Female,60,1,1,0,0,0,3483.45
Male,58,1,0,1,1,0,4890.5
Male,7,1,0,0,0,0,136.75
Male,2,1,0,1,1,0,184.15
Male,37,0,0,0,0,0,1315.0
Female,65,1,1,1,1,0,6767.1
Female,39,1,0,0,0,0,757.95
Male,66,1,1,1,1,1,6890.0
Male,68,1,0,0,0,0,1657.4
Female,62,0,1,1,0,0,3008.55
Male,3,1,1,1,0,1,262.05
Female,72,1,0,1,1,0,8165.1
Female,41,1,0,0,0,0,875.55
Male,29,1,0,1,1,1,2649.15
Female,4,1,0,0,0,0,220.65
Male,53,1,0,0,0,0,1301.9
Male,1,1,0,0,0,1,74.4
Female,41,1,1,0,1,1,3326.2
Male,39,1,0,0,0,0,790.0
Male,63,1,0,0,0,0,1237.65
Male,15,1,0,0,0,0,378.6
Female,13,1,0,0,0,0,592.65
Male,1,1,0,0,0,0,50.15
Male,1,1,0,0,0,0,20.45
Male,8,1,0,0,0,1,560.85
Male,60,1,0,0,0,0,3638.25
Female,12,1,0,1,0,1,1060.2
Male,40,1,1,1,0,0,2921.75
Female,66,1,0,0,0,0,4017.45
Male,42,1,0,0,0,0,854.9
Female,66,1,1,0,0,0,4174.35
Male,49,1,0,1,1,0,4920.55
Female,1,1,0,0,0,1,20.5
Female,41,1,0,0,0,0,810.3
Female,41,1,0,0,0,0,772.4
Female,23,1,1,0,0,0,1936.85
Male,3,0,0,0,0,0,79.8
Female,4,0,1,0,1,0,202.25
Female,52,1,0,0,0,0,1070.5
Female,4,1,0,1,1,1,347.65
Female,11,1,1,0,1,0,999.9
Female,2,1,0,0,1,0,113.1
Female,26,1,0,0,0,0,2015.8
Male,24,1,0,0,0,0,1454.25
Female,12,1,0,0,0,0,246.7
Male,60,1,1,1,1,0,6017.9
Female,64,1,1,1,1,0,5817.45
Male,66,1,1,1,1,0,5595.3
Female,60,1,0,0,0,0,4765.0
Male,17,1,0,1,0,0,1201.65
Male,42,1,0,0,0,0,867.3
Male,1,1,0,0,0,0,50.15
Female,47,1,1,0,1,0,3007.25
Female,10,1,0,0,0,0,252.75
Male,70,1,1,1,1,0,6306.5
Male,67,1,0,1,1,0,6841.05
Female,1,1,0,0,1,1,81.95
Male,7,1,0,0,0,1,451.1
Male,1,1,0,0,0,0,44.6
Male,4,1,1,1,0,0,226.2
Female,66,1,0,1,1,0,7082.5
Female,12,1,0,0,1,0,1017.35
Female,24,1,0,0,0,0,527.35
Male,26,1,0,1,0,0,2146.5
Female,6,1,0,1,1,1,455.3
Male,57,1,1,1,1,0,5969.85
Male,14,1,0,1,0,1,1235.55
Female,42,1,0,0,0,0,1014.25
Male,25,1,0,1,1,1,2362.1
Female,64,1,0,0,0,0,1225.65
Male,22,1,0,0,1,1,1873.7
Male,19,1,0,0,0,0,386.5
Female,61,1,0,1,1,1,6010.05
Male,22,1,0,1,0,0,1850.65
Male,70,1,0,1,1,1,7101.5
Male,12,1,0,0,1,0,1043.4
Female,31,1,1,0,1,0,1910.75
Female,11,1,0,1,1,0,716.1
Male,68,1,0,0,0,0,1686.15
Female,72,1,1,1,1,0,6716.45
Male,67,1,1,1,1,0,7839.85
Female,60,1,1,1,1,0,6236.75
Male,1,1,0,0,0,1,45.05
Female,1,1,0,0,0,1,71.0
Male,58,0,0,1,0,0,2919.85
Female,47,1,0,0,0,1,3309.25
Female,1,1,0,0,1,1,79.7
Male,1,1,0,0,0,0,20.45
Male,22,1,0,0,0,1,1254.7
Female,48,1,1,0,0,1,2896.4
Female,37,1,0,0,0,0,717.5
Male,13,1,0,0,0,0,253.8
Male,43,1,0,0,0,0,1110.05
Female,6,0,1,1,1,0,348.8
Male,71,0,1,1,0,0,3888.65
Female,1,1,0,0,0,1,69.25
Female,72,1,0,1,0,0,6843.15
Female,6,1,0,0,0,0,450.9
Male,12,0,1,0,0,0,432.25
Male,25,1,0,0,0,1,1767.35
Female,21,1,1,0,0,0,1742.45
Female,6,1,1,0,0,0,297.35
Male,20,1,0,1,1,1,1820.45
Male,18,1,0,1,1,1,1742.95
Female,43,1,1,0,0,0,2444.25
Female,35,1,0,0,0,0,949.8
Female,1,1,0,0,0,1,73.5
Male,32,1,0,0,1,0,2970.8
Male,52,0,1,1,1,0,3334.95
Male,32,1,0,1,1,0,2010.95
Female,72,0,1,1,1,0,4684.3
Male,51,0,1,0,1,0,2181.55
Male,68,1,0,0,0,0,1303.25
Male,8,0,0,0,1,0,371.4
Male,49,0,0,1,1,0,2409.9
Female,72,1,1,1,1,0,6155.4
Male,9,1,0,1,1,1,829.1
Female,28,1,0,1,1,1,2602.9
Male,54,1,0,1,0,0,4667.0
Male,11,1,0,0,0,1,824.75
Female,50,1,1,1,1,0,5153.5
Female,69,1,1,1,1,0,8182.85
Male,1,1,0,0,0,0,69.9
Male,68,1,1,0,1,0,6683.4
Male,40,0,1,0,0,0,1564.05
Male,31,1,0,0,0,0,755.6
Female,33,1,0,1,1,0,3465.05
Male,55,1,1,1,1,0,6292.7
Male,68,1,0,0,0,0,1664.3
Female,12,1,0,0,0,0,198.1
Male,71,1,1,1,1,0,6045.9
Male,40,1,0,1,1,0,4108.15
Female,64,1,0,0,1,0,5980.75
Male,53,1,1,0,1,0,5043.2
Male,12,1,1,0,0,1,1029.75
Male,53,0,0,1,1,1,2854.55
Male,72,1,0,1,0,0,7114.25
Male,46,1,0,0,0,0,907.05
Male,40,1,0,0,0,0,973.95
Male,12,0,1,1,0,0,605.75
Male,9,1,0,0,0,0,661.55
Female,51,1,1,0,0,0,4116.9
Male,49,1,0,1,0,0,4494.65
Male,41,1,0,1,1,1,4259.3
Female,56,1,1,0,0,0,3282.75
Male,4,1,0,0,0,0,55.7
Male,20,1,1,0,1,0,1274.45
Female,26,1,0,0,0,0,493.95
Female,20,1,0,1,1,1,2239.65
Female,7,1,0,0,0,1,480.75
Male,7,1,0,1,1,1,635.6
Male,51,1,0,1,1,0,5038.15
Female,4,1,0,0,0,0,324.2
Female,1,1,0,0,0,0,19.55
Male,27,1,1,1,0,0,2793.55
Male,22,1,0,1,1,1,2095.0
Male,12,1,1,0,0,0,648.65
Female,3,0,1,0,0,1,95.05
Female,34,1,0,0,0,0,917.15
Male,24,1,1,0,0,0,1346.9
Male,51,1,0,0,0,1,4242.35
Female,14,0,0,1,1,0,672.7
Male,59,1,1,1,1,0,6561.25
Male,3,1,0,0,1,0,268.45
Female,65,1,1,1,1,0,7337.55
Male,5,1,0,0,0,1,331.9
Female,59,1,1,1,1,0,5194.05
Male,72,0,1,1,1,0,4478.85
Female,62,1,0,1,1,1,6283.3
Male,28,1,0,0,1,1,2659.4
Male,3,1,1,0,1,0,196.9
Male,19,1,0,0,0,0,439.2
Male,1,1,0,0,0,0,19.5
Male,24,1,1,0,0,0,2107.15
Male,57,1,1,0,0,0,3035.8
Female,72,1,0,0,0,0,1866.45
Male,67,1,0,0,0,0,1430.95
Male,52,1,0,0,0,0,1071.6
Male,71,1,1,1,1,0,6457.15
Female,26,1,0,0,0,0,684.05
Female,35,1,1,1,1,0,3914.05
Female,55,1,0,0,0,0,3842.6
Female,33,1,0,0,0,0,670.35
Male,72,1,0,1,1,0,7880.25
Male,1,1,0,0,0,0,19.2
Male,10,0,0,0,1,1,298.45
Female,37,1,1,1,0,0,3371.75
Male,12,0,1,0,0,0,442.45
Male,1,1,0,0,0,0,20.4
Male,62,0,1,0,0,0,2345.55
Female,1,0,0,0,0,0,25.25
Female,18,1,0,0,0,0,1156.35
Male,69,1,0,1,0,1,6143.15
Male,2,1,0,0,0,0,144.8
Male,19,1,0,0,0,0,414.95
Male,12,1,0,1,0,1,1059.55
Male,9,1,0,0,0,0,181.8
Male,27,1,1,1,1,0,2212.55
Male,27,1,1,0,0,1,2180.55
Male,1,1,0,1,1,1,89.15
Female,24,1,0,0,0,0,459.95
Male,14,1,0,0,0,1,1036.75
Female,32,1,0,0,0,1,2276.95
Female,11,1,0,0,0,0,211.95
Male,1,1,0,0,0,0,25.0
Male,38,1,0,0,0,0,3162.65
Female,9,1,0,0,0,0,210.65
Male,54,1,1,0,0,0,3566.7
Female,29,1,0,1,1,0,2080.1
Male,44,1,0,1,0,0,4040.2
Male,59,1,1,1,1,0,5186.0
Female,3,1,0,0,1,1,196.15
Female,18,1,1,0,0,0,1087.45
Male,67,1,0,0,0,0,1672.15
Female,22,1,1,0,0,1,1206.05
Male,33,0,1,0,0,0,1113.95
Male,5,1,0,0,0,0,107.05
Female,2,1,0,0,0,0,38.15
Male,72,1,1,1,1,0,6339.3
Male,9,1,0,0,0,0,184.1
Male,67,1,0,0,0,0,1688.9
Female,16,1,0,1,0,1,1378.25
Female,8,1,0,0,0,0,137.6
Male,5,0,1,0,0,1,219.0
Male,23,1,0,0,0,1,1067.15
Male,1,1,0,1,0,1,79.55
Female,50,1,0,0,0,1,3444.85
Male,17,1,0,0,0,0,369.05
Female,68,1,0,1,1,0,7553.6
Male,1,1,0,1,0,1,84.5
Female,25,1,0,0,0,0,1813.1
Male,67,0,1,1,0,0,3321.35
Male,32,1,0,0,0,0,707.5
Female,67,1,0,1,1,0,7112.15
Male,72,0,1,1,1,0,4641.1
Male,71,1,1,1,1,1,7690.9
Male,1,1,0,0,0,0,49.9
Male,46,0,0,0,0,1,1380.1
Female,2,0,0,0,0,1,78.65
Female,1,1,0,0,0,1,45.4
Female,48,1,0,0,1,0,3094.65
Female,61,1,1,1,1,0,6518.35
Female,32,1,0,0,1,1,2585.95
Female,2,1,0,0,0,0,82.7
Female,3,1,0,0,0,1,58.85
Female,5,1,1,0,1,1,425.9
Female,71,1,1,1,1,0,6342.7
Male,37,1,0,0,0,0,2030.75
Male,65,1,1,1,1,0,6700.05
Female,67,1,1,1,1,0,7244.7
Male,49,1,0,0,0,1,3678.3
Male,50,1,1,1,0,0,3486.65
Male,25,1,0,0,0,0,411.15
Female,17,1,0,0,0,1,937.5
Female,64,1,0,0,0,0,1559.15
Male,25,0,0,1,0,0,970.4
Male,23,1,0,1,1,1,2483.5
Male,24,0,1,0,0,0,828.2
Female,37,1,0,1,1,0,3810.55
Female,21,1,0,0,0,0,1493.2
Male,1,1,0,0,0,0,45.8
Female,10,1,0,0,0,0,777.3
Male,6,1,0,0,1,1,556.35
Male,51,1,0,0,1,0,4911.05
Female,10,1,0,0,0,0,187.35
Female,6,0,1,0,1,0,307.6
Male,47,1,1,1,1,0,4318.35
Female,61,1,1,0,1,0,4820.55
Female,52,0,0,1,1,0,3038.55
Female,35,1,0,0,0,0,2136.9
Male,71,1,0,1,1,0,7472.15
Female,6,1,0,0,0,1,389.1
Male,45,1,0,0,0,0,2296.25
Female,2,1,0,1,0,1,187.45
Female,4,1,0,1,1,1,261.25
Male,2,0,0,0,0,0,38.45
Male,4,1,0,1,0,1,299.2
Male,51,1,1,0,0,0,3043.6
Male,60,1,0,0,0,0,1506.4
Male,9,1,0,0,0,0,163.7
Male,3,1,0,1,1,1,323.25
Male,17,1,1,0,1,0,1640.0
Female,8,1,0,1,0,1,762.1
Male,46,1,1,1,1,0,3846.35
Female,68,1,1,1,1,0,5646.6
Male,1,1,0,1,0,1,53.5
Female,4,1,0,0,0,0,79.05
Female,1,0,0,0,0,1,25.1
Male,28,1,1,0,0,0,1516.6
Female,39,1,0,1,0,0,2224.5
Male,11,1,0,0,1,0,888.75
Female,71,0,1,1,1,0,4310.35
Male,2,1,0,0,0,0,42.9
Male,30,1,0,0,0,1,2365.15
Female,17,1,0,0,0,0,353.65
Female,55,1,0,1,0,0,5073.1
Female,58,1,0,0,0,0,4526.85
Female,5,1,1,0,0,1,308.25
Female,1,1,0,0,0,1,19.45
Male,9,1,0,0,0,0,678.45
Male,26,1,1,0,0,0,1237.3
Female,50,1,0,0,0,0,1023.95
Female,72,1,1,1,1,0,8182.75
Female,43,1,1,1,1,0,4532.3
Male,56,1,0,0,0,0,1444.05
Female,1,1,0,0,0,0,19.1
Male,72,1,0,1,1,1,7372.65
Male,72,1,1,0,1,0,7325.1
Male,36,1,0,1,1,0,3474.2
Male,5,1,1,1,1,0,392.65
Female,13,1,0,0,0,1,1058.6
Female,44,1,0,0,1,0,3990.75
Female,70,1,1,1,1,0,7475.85
Male,44,1,0,0,0,0,835.5
Female,32,1,0,1,0,1,2628.6
Female,69,1,0,0,0,0,1718.35
Female,16,1,1,1,0,1,1023.9
Male,68,1,0,0,0,0,1193.55
Male,16,1,0,0,0,0,1205.5
Male,68,1,1,1,1,0,5776.45
Male,4,1,0,0,0,0,78.9
Female,26,0,1,0,0,0,1025.15
Female,29,0,0,0,0,1,856.35
Male,5,1,0,0,0,0,122.0
Male,70,1,0,1,0,0,6602.9
Male,24,1,1,1,1,0,1712.9
Female,72,1,1,0,1,0,5682.25
Male,1,1,1,0,0,0,74.3
Male,70,0,1,0,1,0,3635.15
Female,36,1,0,0,0,0,702.9
Female,38,1,1,1,1,1,3734.25
Female,17,1,0,0,0,1,1144.5
Female,41,1,1,1,1,0,4454.25
Female,1,1,0,0,0,1,45.3
Male,2,0,1,0,0,1,75.6
Male,14,1,0,0,0,0,1117.55
Male,2,1,1,0,1,1,180.25
Male,1,1,0,0,0,1,19.8
Male,13,1,1,1,0,0,930.05
Male,6,1,0,0,0,0,110.15
Female,4,1,0,0,0,1,333.6
Female,5,1,1,1,1,1,465.05
Female,15,1,0,1,1,0,1669.4
Female,47,1,0,0,0,0,3545.1
Female,8,1,1,0,1,0,504.05
Male,17,0,0,0,0,0,440.2
Male,15,1,0,0,0,0,1151.55
Female,26,1,1,0,1,0,2475.35
Female,23,1,0,0,0,0,1249.25
Female,4,1,0,0,0,0,317.75
Male,29,1,0,0,0,0,535.05
Female,25,1,0,0,0,0,461.3
Male,9,1,0,0,0,1,431.0
Male,18,1,0,0,0,1,878.35
Male,3,1,0,1,1,0,335.75
Female,69,0,1,0,0,0,3121.4
Male,14,1,0,0,0,0,324.8
Male,19,1,0,1,1,0,1394.55
Male,39,1,0,0,1,0,3413.25
Male,31,1,0,1,1,0,3143.65
Male,24,1,0,0,0,0,439.75
Male,14,1,1,0,0,0,664.4
Female,64,1,1,0,1,0,4759.55
Female,50,1,0,0,0,0,1033.0
Male,52,1,1,1,0,0,3482.85
Male,28,1,0,1,1,0,2688.45
Female,21,1,0,0,0,0,435.25
Male,25,1,0,1,1,1,2448.75
Female,17,1,0,0,0,0,307.0
Male,58,0,0,1,1,0,2689.35
Male,17,1,0,0,1,1,1329.2
Female,51,1,0,0,0,0,1281.25
Male,72,0,1,1,0,0,3527.0
Male,52,1,0,1,0,1,4348.65
Female,27,1,0,0,0,0,561.15
Female,3,1,0,0,0,0,63.6
